PH_NO,STATE,CITY,ROUND_TRIP
310-645-2863,OR,Eugene,N
541-680-9584,CO,Denver,Y
303-483-6193,CA,Concord,Y
925-654-1091,NJ,Cherry Hill,Y
856-636-5769,MA,Stoneham,Y
781-955-2191,PA,York,N
717-220-8500,MA,Boston,N
617-745-9644,NY,New York,Y
212-414-9379,PA,Perkasie,Y
215-358-3433,MT,Butte,Y
406-935-7932,PA,Philadelphia,Y
215-294-2588,NJ,Plainsboro,Y
609-884-3453,CA,Indio,Y
760-363-5649,CA,North Hollywood,N
818-423-4471,CA,Emeryville,N
510-308-8921,AK,Anchorage,N
907-691-4884,FL,Miami,Y
305-447-1344,CA,San Francisco,Y
415-456-7064,NJ,Iselin,Y
732-485-3977,NY,Staten Island,Y
718-858-1483,CA,Ventura,N
805-777-4787,PA,Philadelphia,N
215-492-3572,CA,Costa Mesa,Y
949-857-2062,IN,Muncie,Y
765-388-8546,NY,New Rochelle,Y
914-312-3764,CA,Sacramento,Y
916-673-6075,TX,Fort Worth,Y
817-936-2345,IL,Des Plaines,Y
847-556-2728,MD,Silver Spring,N
301-732-9212,KS,Prairie Village,N
913-958-4221,NC,Fayetteville,N
910-733-3006,WI,Sheboygan,Y
920-539-8519,TX,Irving,Y
972-780-8045,CO,Commerce City,Y
303-688-7100,IL,Manteno,Y
815-554-9368,OR,Lebanon,N
541-833-2865,NJ,Newark,N
973-684-2743,MA,Malden,Y
781-621-7535,CA,Aptos,Y
831-600-4526,PA,Philadelphia,Y
215-726-8001,MN,Minneapolis,Y
952-397-4053,CA,Martinez,Y
925-386-2213,CA,Milpitas,Y
408-780-9821,CA,Santa Barbara,N
805-480-9029,CA,Modesto,N
209-437-2958,KY,Louisville,N
502-585-2632,NY,Goshen,Y
845-482-1658,FL,Orlando,Y
407-405-1087,KS,Abilene,Y
785-733-6711,NH,Nashua,Y
603-201-2468,IL,Franklin Park,N
847-422-5093,OH,Toledo,N
419-338-8125,GA,Evans,Y
706-994-7784,TN,Cookeville,Y
931-707-3070,NY,Spring Valley,Y
845-205-6688,NY,Staten Island,Y
718-355-2765,CA,Fremont,Y
510-576-4048,CA,San Francisco,Y
415-805-8627,FL,Tampa,N
813-981-6720,MI,Warren,N
586-644-2559,MA,Medford,N
781-615-2529,NY,Brooklyn,Y
718-210-9888,CA,San Gabriel,Y
626-722-8526,MI,Kalamazoo,Y
269-385-7195,NY,New York,Y
212-475-6596,CA,Campbell,N
408-221-9912,CA,Salinas,N
831-375-8149,NJ,Whippany,Y
973-802-3416,TX,Waco,Y
254-973-1927,NY,Syracuse,Y
315-649-7400,PA,Reading,Y
610-988-1713,NJ,East Orange,Y
973-466-1280,NY,New York,Y
212-970-6745,CO,Denver,N
303-417-7810,AZ,Phoenix,N
602-665-4182,NJ,Perth Amboy,N
732-631-2819,CA,Bellflower,Y
562-677-4482,MI,Jackson,Y
517-820-2187,TX,Graham,Y
940-910-9398,NJ,Newark,Y
973-920-2807,CA,San Jose,N
408-513-1174,DE,Newark,N
302-254-4924,NJ,Somerville,Y
908-803-7351,CA,Santa Ana,Y
714-688-7264,GA,Augusta,Y
706-330-4975,CA,San Diego,Y
619-754-6705,CA,North Hollywood,Y
818-735-8416,OH,Columbus,Y
614-892-6809,CA,Pomona,N
909-285-6196,SD,Rapid City,N
605-768-6895,GA,Marietta,N
770-213-9226,WI,Abbotsford,Y
715-201-2585,TX,Irving,Y
972-557-4544,NY,Hicksville,Y
516-647-1287,PA,Croydon,Y
215-584-2635,SC,Graniteville,N
803-617-3613,MD,Hampstead,N
410-997-7378,CA,Beverly Hills,Y
310-876-2592,TN,Nashville,Y
615-731-2412,CA,San Jose,Y
408-305-6299,CO,Denver,Y
303-903-4048,CT,Norwalk,Y
203-987-3592,CO,Castle Rock,Y
303-932-4777,CA,La Mesa,N
619-710-2470,LA,New Orleans,N
504-621-1603,DC,Washington,N
202-554-3050,NJ,Edison,Y
732-345-3756,IN,Muncie,Y
765-469-9444,NY,Lindenhurst,Y
631-718-3011,CA,Los Angeles,Y
213-732-5456,WA,Bellevue,N
425-929-4682,NJ,Elmer,N
856-565-6448,TX,Arlington,Y
817-455-2338,NY,Syracuse,Y
315-763-8287,NY,Bronx,Y
718-460-2163,MD,Baltimore,Y
410-362-9144,OH,Toledo,Y
419-414-2275,PA,Philadelphia,Y
215-398-9616,WI,Milwaukee,N
414-370-1938,OH,Toledo,N
419-232-5463,OR,Portland,N
503-552-1990,VT,Rutland,Y
802-487-7015,NJ,Westville,Y
856-765-3001,MI,Detroit,Y
313-870-4676,WI,Milwaukee,Y
414-493-4344,PA,Jenkintown,N
215-681-9981,GA,Columbus,N
706-634-8972,OH,Streetsboro,Y
330-446-8680,NM,Albuquerque,Y
505-526-3309,CA,Sunnyvale,Y
408-216-2819,TX,Grand Prairie,Y
972-889-4097,NJ,Ridgefield Park,Y
201-588-7689,IL,Chicago,Y
312-613-7021,MD,Hagerstown,N
301-358-3028,OH,Cincinnati,N
513-760-8194,OR,The Dalles,N
541-812-3420,WA,Bellevue,Y
425-775-2629,NJ,Piscataway,Y
732-351-5262,AZ,Phoenix,Y
602-945-1462,NJ,Asbury Park,Y
732-601-3915,NE,Omaha,N
402-409-8330,NC,Burlington,N
336-563-5466,OR,Portland,Y
503-786-2737,CA,Livermore,Y
925-527-4775,TN,Jackson,Y
731-709-9659,NJ,Hackensack,Y
201-855-8027,PA,Philadelphia,Y
215-741-2981,CO,Brighton,Y
303-666-2621,NJ,Morris Plains,N
973-728-5524,CO,Denver,N
303-320-7959,IL,Schaumburg,N
847-801-6975,CO,Denver,Y
303-559-6518,IL,Chicago,Y
312-502-9773,PA,Philadelphia,Y
215-967-9623,MD,Leonardtown,Y
301-600-7540,OH,Toledo,N
419-759-2548,IL,Chicago,N
773-685-3248,PA,Levittown,Y
215-895-6766,MN,Minneapolis,Y
612-318-6265,ID,Idaho Falls,Y
208-712-7541,LA,Lafayette,Y
337-324-7037,VT,Rutland,Y
802-932-8930,NY,Brooklyn,Y
718-535-1886,TX,Corpus Christi,N
361-900-8816,NJ,Livingston,N
973-356-9172,CA,El Centro,N
760-790-7067,WI,Superior,Y
715-978-4652,IN,South Bend,Y
574-302-7126,CA,Menlo Park,Y
650-825-4970,AZ,Phoenix,Y
602-377-4463,AZ,Tempe,N
480-394-6607,NJ,Flanders,N
973-621-6572,CA,North Hollywood,Y
818-358-1379,NJ,Edison,Y
732-637-1022,NJ,Pleasantville,Y
609-528-5071,NY,Jamaica,Y
718-504-2054,NY,New York,Y
212-212-5927,MI,Detroit,Y
313-584-4682,CA,Daly City,N
650-866-3008,NE,Alliance,N
308-853-7702,OH,Middletown,N
513-989-2435,CA,Ventura,Y
805-294-3061,PA,Philadelphia,Y
215-702-7680,IL,Schaumburg,Y
847-459-6128,NY,Poughkeepsie,Y
845-660-9887,PA,Philadelphia,N
215-379-2010,IL,Highland Park,N
847-768-2422,MT,Kalispell,Y
406-340-4486,NE,Lincoln,Y
402-662-4881,NY,Staten Island,Y
718-420-2621,NY,New York,Y
212-904-8699,NY,Buffalo,Y
716-333-2575,GA,Atlanta,Y
404-750-6192,NY,Mount Vernon,N
914-320-2816,MI,Utica,N
586-427-9885,OH,Cincinnati,N
513-723-9031,NJ,Trenton,Y
609-495-1260,TN,Nashville,Y
615-783-4416,AZ,Phoenix,Y
602-347-4008,PA,Ambler,Y
215-471-3731,FL,Miami,N
305-600-1683,TX,Edinburg,N
956-733-9464,CA,Covina,Y
626-367-2802,MI,Port Huron,Y
810-545-4058,TX,Houston,Y
281-256-3384,NC,Greenville,Y
252-781-9297,VA,Alexandria,Y
703-695-8470,AL,Jasper,Y
205-828-4387,LA,New Orleans,N
504-931-6521,CA,Truckee,N
530-688-4392,PA,Levittown,N
215-300-8648,CA,Los Angeles,Y
323-723-2350,IL,Palatine,Y
847-755-3560,AK,Fairbanks,Y
907-383-9847,OH,Findlay,Y
419-266-3567,FL,Orlando,N
407-866-8458,CA,Lynwood,N
310-950-9837,CA,Long Beach,Y
562-611-8659,OR,Portland,Y
503-867-9878,CA,Salinas,Y
831-640-2743,WI,Waukesha,Y
262-692-6296,CA,San Diego,Y
858-285-2467,OK,Tulsa,Y
918-758-1235,CA,Campbell,N
408-496-1888,NJ,Somerville,N
908-778-2467,MN,Minneapolis,N
952-897-7796,FL,Leesburg,Y
352-667-2531,AR,Benton,Y
501-910-5133,NY,Staten Island,Y
718-860-1546,CO,Denver,Y
303-580-3762,NJ,Middlesex,N
732-775-1906,NE,Lincoln,N
402-543-6165,GA,Acworth,Y
770-403-5913,MD,Baltimore,Y
410-570-9589,NJ,Newark,Y
973-876-2930,IL,Chicago,Y
312-486-6008,PA,Hatfield,Y
215-234-8434,TX,Tyler,Y
903-902-6602,NJ,Pleasantville,N
609-895-1244,NJ,Englewood,N
201-689-4219,NE,Omaha,N
402-806-2173,NY,New York,Y
212-413-2437,FL,Miami,Y
305-262-2185,TX,Anthony,Y
915-924-4832,TN,Memphis,Y
901-920-4373,NY,New York,N
212-756-6318,PA,Williamsport,N
570-529-8699,OH,Crestline,Y
419-847-7332,GA,Clayton,Y
706-588-8940,OR,Eugene,Y
541-718-4745,LA,New Orleans,Y
504-597-9447,IL,Moline,Y
309-583-3300,NJ,Mullica Hill,Y
856-227-3724,TX,Houston,N
281-955-4608,NY,Bronx,N
718-649-8622,MA,Springfield,N
413-364-4799,TX,Richardson,Y
972-624-2662,TX,Houston,Y
281-885-6784,MN,Burnsville,Y
952-481-4702,CA,Bakersfield,Y
661-671-9217,PA,New Castle,N
724-378-8864,TX,Dallas,N
214-229-6847,CA,Modesto,Y
209-440-3593,NJ,Paterson,Y
973-461-5309,FL,Jacksonville,Y
904-596-6750,ID,Lewiston,Y
208-498-7521,PA,Philadelphia,Y
215-291-5255,IL,Chicago,Y
312-890-6962,CA,Bakersfield,N
661-491-5431,CA,Long Beach,N
562-527-1452,CO,Evergreen,N
303-213-3674,LA,Lafayette,Y
337-551-4221,NY,Jamaica,Y
718-682-8060,KY,Radcliff,Y
270-385-4470,CA,Sacramento,Y
916-809-9449,OR,Portland,N
503-991-3020,NY,Staten Island,N
718-998-8170,WY,Riverton,Y
307-222-9866,CA,Emeryville,Y
510-724-9610,CA,San Diego,Y
619-350-8282,NJ,Audubon,Y
856-840-4754,CA,Truckee,Y
530-570-7826,DE,Wilmington,Y
302-482-1001,NY,East Meadow,N
516-727-4722,PA,Wynnewood,N
610-478-8354,NY,Brooklyn,N
718-885-6514,PA,Malvern,Y
610-338-9765,AZ,Phoenix,Y
602-943-9662,OH,Dayton,Y
937-511-9309,NJ,Berlin,Y
856-720-8780,OR,Portland,N
503-458-9700,TX,San Antonio,N
210-700-1966,CA,Santa Monica,Y
310-722-5181,NY,Elmhurst,Y
718-417-9972,NJ,South Hackensack,Y
201-974-1127,CA,Bakersfield,Y
661-255-7018,FL,Boynton Beach,Y
561-510-2370,OH,Toledo,Y
419-447-2819,CA,Sacramento,N
916-301-8355,AK,Fairbanks,N
907-814-1626,MA,Whitinsville,N
508-734-5940,CA,Van Nuys,Y
818-427-7323,IL,South Holland,Y
708-809-6423,IL,Hinsdale,Y
630-441-8040,GA,Atlanta,Y
404-730-2592,CA,Santa Barbara,N
805-534-1322,TX,Houston,N
281-697-3376,CA,Los Angeles,Y
310-997-2451,IL,Saint Charles,Y
630-428-2724,NY,Purchase,Y
914-342-1844,CA,Van Nuys,Y
818-320-4388,OH,Columbus,Y
614-552-7229,PA,Philadelphia,Y
215-990-4764,FL,Opa Locka,N
305-997-1424,CO,Denver,N
303-942-6825,NJ,Port Reading,N
732-603-9261,NJ,Fairfield,Y
973-582-9418,MA,Millbury,Y
508-725-7085,NJ,Kenilworth,Y
908-811-7080,VA,Arlington,Y
703-435-6871,WV,Wheeling,N
304-800-6842,VA,Alexandria,N
703-315-1021,IN,Indianapolis,Y
317-423-1354,CA,Sacramento,Y
916-546-7525,CO,Denver,Y
303-842-6455,PA,Philadelphia,Y
215-577-7918,CA,Hayward,Y
510-536-5080,MD,Hyattsville,Y
301-823-1851,LA,Lafayette,N
337-263-4327,IL,Forest Park,N
708-388-3616,OH,Canton,N
330-817-7823,CA,Hayward,Y
510-447-4787,CA,Lawndale,Y
310-790-4123,TX,Dallas,Y
214-817-3536,IL,Chicago,Y
773-740-5727,PA,Philadelphia,N
215-238-7781,TX,Schulenburg,N
979-747-1363,VA,Fairfax,Y
703-786-1320,PA,Malvern,Y
610-569-7963,VA,Williamsburg,Y
757-526-4685,WI,Milwaukee,Y
414-900-3922,NY,East Northport,Y
631-743-2846,CT,Wallingford,Y
203-369-6261,MN,Minneapolis,N
952-806-8897,IL,Elk Grove Village,N
847-252-3925,CA,Thousand Oaks,N
805-419-4794,IN,Bloomington,Y
812-227-5935,CA,Sun Valley,Y
818-395-2301,FL,Miami,Y
305-761-8934,MO,Saint Louis,Y
314-209-4513,CA,Sun Valley,N
818-405-2339,MA,Plymouth,N
508-833-2023,CA,Long Beach,Y
562-304-2274,PA,Pottstown,Y
610-851-1585,CA,Chico,Y
530-853-9609,MI,Southfield,Y
248-539-7067,TX,Abilene,Y
325-339-1481,MI,Southfield,Y
248-444-9386,GA,Leesburg,N
229-416-8994,MI,Franklin,N
248-532-3817,ID,Idaho Falls,N
208-363-2028,LA,New Orleans,Y
504-370-5769,SC,Mc Bee,Y
843-939-6352,CA,Los Angeles,Y
323-600-7835,MD,Columbia,Y
410-729-7027,NY,New York,N
212-952-2432,PA,Levittown,N
215-451-5877,CA,Belmont,Y
650-803-5434,CA,San Francisco,Y
415-602-3111,WI,Manitowoc,Y
920-779-5127,MD,Hampstead,Y
410-882-1495,CA,Stockton,Y
209-965-7253,AK,Fairbanks,Y
907-650-7226,SC,Abbeville,N
864-342-4100,NV,Las Vegas,N
702-966-7832,CA,Arcata,N
707-768-8338,WI,Milwaukee,Y
414-601-7090,CA,Modesto,Y
209-345-6466,NJ,Parsippany,Y
973-551-3712,MI,Southfield,Y
248-603-1558,IN,Seymour,N
812-660-1796,PA,Philadelphia,N
215-531-9476,IL,Chicago,Y
312-731-9173,TX,Waco,Y
254-626-2402,TX,Corpus Christi,Y
361-272-6399,FL,Apopka,Y
407-728-6345,PA,Reading,Y
610-794-4288,NY,Brockport,Y
585-513-6621,NY,New York,N
212-318-2162,ID,Pocatello,N
208-650-2256,PA,Lancaster,N
717-340-4357,AZ,Phoenix,Y
602-412-4439,NY,New York,Y
212-779-4435,NJ,Freehold,Y
732-665-2648,GA,La Fayette,Y
706-588-7829,FL,Hialeah,N
305-883-1217,IA,Davenport,N
563-852-5091,MD,Baltimore,Y
410-333-6543,NY,Binghamton,Y
607-819-1088,WI,Milwaukee,Y
414-886-8694,CA,Sacramento,Y
916-656-3078,OH,Toledo,Y
419-580-5843,MD,Rockville,Y
301-904-9651,MD,Hanover,N
410-869-6777,NY,New York,N
212-425-5670,TX,Irving,N
972-812-3340,TX,Laredo,Y
956-902-2193,OK,Broken Arrow,Y
918-556-6873,TN,Memphis,Y
901-435-6525,FL,Jacksonville,Y
904-820-3576,OR,Portland,N
503-618-7600,IL,Chicago,N
312-757-1761,OH,Urbana,Y
937-399-5453,MN,Minneapolis,Y
612-879-8085,NY,Staten Island,Y
718-764-3124,NY,Brooklyn,Y
718-906-3131,NJ,Red Bank,Y
732-554-8891,DC,Washington,Y
202-299-3724,NJ,Freehold,N
732-507-9432,NH,Hudson,N
603-253-5163,NJ,North Brunswick,N
732-723-6936,CA,Artesia,Y
562-489-7637,IL,Palatine,Y
847-773-2168,CA,Berkeley,Y
510-662-4783,NJ,Flemington,Y
908-691-1184,PA,Bristol,N
215-452-6159,OH,Cincinnati,N
513-288-2483,OH,Toledo,Y
419-948-7961,TX,Abilene,Y
325-750-2499,OH,Elyria,Y
440-632-8255,FL,Tallahassee,Y
850-432-6771,NY,New Hyde Park,Y
516-316-3113,CA,Anaheim,Y
714-966-9628,OR,Salem,N
503-996-2658,TX,Pflugerville,N
512-872-4628,NJ,Orange,N
973-368-4578,NY,New Hyde Park,Y
516-317-4010,CO,Englewood,Y
303-455-9876,CA,Moreno Valley,Y
951-435-1952,VA,Charlottesville,Y
434-224-1318,WV,Beckley,N
304-660-8527,NY,Brooklyn,N
718-283-7004,CA,Pacifica,Y
650-692-6442,NJ,Trenton,Y
609-760-8599,MD,Lusby,Y
410-597-6470,MA,Haverhill,Y
978-923-1834,AK,Juneau,Y
907-220-9055,NJ,Hackensack,Y
201-255-5466,CA,San Mateo,N
650-769-2575,CA,Los Angeles,N
323-417-4361,MA,New Bedford,N
508-404-5933,CA,Newhall,Y
661-328-2466,IL,Wheeling,Y
847-497-6467,CA,Gilroy,Y
408-770-9557,MI,Grand Rapids,Y
616-545-4055,NY,New Rochelle,N
914-509-7015,PA,Fort Washington,N
215-590-8467,WV,Martinsburg,Y
304-683-2039,CO,Colorado Springs,Y
719-422-1143,CA,San Diego,Y
858-305-3429,OH,Cincinnati,Y
513-604-8572,CA,San Francisco,Y
415-613-8496,MA,Framingham,Y
508-590-1972,MI,Detroit,N
313-802-2345,AZ,Tempe,N
480-662-6549,OK,Oklahoma City,N
405-768-4379,IL,Chicago,Y
312-628-5031,NJ,Hackensack,Y
201-341-1486,NJ,Phillipsburg,Y
908-705-3971,LA,Lafayette,Y
337-883-3458,CA,Fremont,N
510-448-8490,PA,Philadelphia,N
215-366-6396,IN,Indianapolis,Y
317-255-7383,FL,Opa Locka,Y
305-640-3874,NJ,Vineland,Y
856-355-7205,NC,Wilmington,Y
910-964-1130,OH,Warren,Y
330-353-6201,IL,Melrose Park,Y
708-805-9122,PA,Langhorne,N
215-689-4993,CA,North Hollywood,N
818-309-6747,AL,Huntsville,N
256-483-5164,NY,White Plains,Y
914-775-5544,TN,Memphis,Y
901-502-9538,CA,South El Monte,Y
626-601-8507,KS,Derby,Y
316-477-9041,RI,Warwick,N
401-696-4784,CA,Los Angeles,N
310-660-5807,NY,New York,Y
212-422-4190,CA,Palm Desert,Y
760-889-8208,PA,Allentown,Y
610-864-4790,NY,Brooklyn,Y
718-345-8001,CO,Longmont,Y
303-729-6869,NJ,Trenton,Y
609-726-3691,WY,Riverton,N
307-855-8566,LA,New Orleans,N
504-705-6292,TX,Laredo,N
956-759-7712,MO,Lees Summit,Y
816-854-8701,OR,Springfield,Y
541-337-5179,VA,Mc Lean,Y
703-608-5145,CA,Los Angeles,Y
310-572-2313,MI,Ypsilanti,N
734-409-3746,CA,Riverside,N
951-613-3219,FL,Miami,Y
305-358-6588,AL,Jasper,Y
205-945-8545,LA,Kenner,Y
504-641-2775,TN,Germantown,Y
901-517-6808,NY,Staten Island,Y
718-280-8864,NY,New York,Y
212-273-3601,VA,Richmond,N
804-313-5336,ID,Idaho Falls,N
208-951-5783,PA,Broomall,N
610-721-7165,FL,Kissimmee,Y
407-540-5814,NY,New York,Y
212-237-2935,TX,Arlington,Y
817-296-1925,TX,Burnet,Y
512-718-2302,HI,Honolulu,N
808-502-2963,TX,Abilene,N
325-674-2153,PA,Ambler,Y
215-885-4927,LA,New Orleans,Y
504-397-1891,KS,Hays,Y
785-473-2595,CA,Altadena,Y
626-923-4702,NJ,South Hackensack,Y
201-780-3092,CA,Richmond,Y
510-599-3692,AR,Little Rock,N
501-868-2388,NY,Buffalo,N
716-917-9100,AZ,Phoenix,N
602-919-9108,WI,Milwaukee,Y
414-412-8444,NY,New York,Y
212-976-6813,NY,Brooklyn,Y
718-957-2578,IL,Chicago,Y
312-562-2382,IL,Chicago,N
773-638-4221,FL,Destin,N
850-844-2130,OH,Cincinnati,Y
513-900-9078,TX,Corpus Christi,Y
361-718-5103,MS,Jackson,Y
601-365-4594,RI,Woonsocket,Y
401-771-4810,FL,Orlando,Y
407-533-6035,CA,Anaheim,Y
714-522-6262,MD,Frederick,N
301-354-9392,NJ,Kearny,N
201-659-7645,VA,Alexandria,N
703-289-9036,PA,Scranton,Y
570-320-2801,PA,Wilkes Barre,Y
570-604-6967,CA,Chatsworth,Y
818-532-1277,IL,Evergreen Park,Y
708-787-8293,FL,Cantonment,N
850-316-8720,VA,Woodbridge,N
703-322-7195,MD,Baltimore,Y
410-949-1870,CA,Stockton,Y
209-654-2486,FL,Miami,Y
305-584-9345,TX,Dallas,Y
214-772-2632,CA,South El Monte,Y
626-214-4505,NY,Astoria,Y
718-909-3304,FL,Daytona Beach,N
386-671-2863,CA,Fremont,N
510-714-2270,PA,Willow Grove,N
215-529-9192,VA,Fairfax,Y
703-710-2742,WI,Appleton,Y
920-524-6302,CA,Milpitas,Y
408-432-4830,CA,Sacramento,Y
916-825-9659,CA,San Diego,N
858-718-3125,GA,Leesburg,N
229-456-9409,NJ,Woodbury Heights,Y
856-845-2029,PA,Philadelphia,Y
215-416-4817,MI,East Lansing,Y
517-474-1076,CA,Thousand Oaks,Y
805-584-7698,CT,Greenwich,Y
203-598-6714,MD,Laurel,Y
301-461-2994,CA,Glendale,N
818-424-9834,PA,Philadelphia,N
215-868-2572,CA,Los Angeles,N
310-939-9292,MA,Leominster,Y
978-491-8145,MI,Grand Rapids,Y
616-891-9749,IL,Summit Argo,Y
708-320-6909,CA,Reedley,Y
559-932-9763,CA,Riverside,N
951-655-7271,CA,Torrance,N
310-702-5825,PA,Reading,Y
610-707-7757,NY,New York,Y
212-249-1508,PA,Philadelphia,Y
215-940-5664,MD,Towson,Y
410-860-4049,OH,Sylvania,Y
419-337-9634,CA,San Mateo,Y
650-617-9206,IN,Fortville,N
317-813-1447,OH,Cincinnati,N
513-838-9065,NY,New York,N
212-602-7527,NY,New York,Y
212-607-8970,MD,Columbia,Y
410-938-8609,KS,Derby,Y
316-294-2850,NC,Dunn,Y
910-871-4398,NJ,Union,N
908-659-8907,NY,Clifton Park,N
518-434-5862,PA,Philadelphia,Y
215-466-9210,PA,Philadelphia,Y
215-233-2999,CA,San Diego,Y
619-475-1269,NC,Fayetteville,Y
910-289-5600,MI,Ypsilanti,Y
734-960-5133,FL,Hialeah,Y
305-674-5727,MI,Traverse City,N
231-992-8212,NY,New York,N
212-342-9225,MS,Jackson,N
601-494-6611,OR,Portland,Y
503-335-9322,NY,Rochester,Y
585-532-5416,CA,Anaheim,Y
714-503-8616,PA,Philadelphia,Y
215-538-9853,CA,San Jose,N
408-747-2312,CA,San Francisco,N
415-449-8294,FL,Oak Hill,Y
386-442-7434,NY,Troy,Y
518-896-5793,CA,Camarillo,Y
805-472-4479,IL,Evergreen Park,Y
708-628-7888,PA,Bethlehem,Y
610-272-8941,CA,Novato,Y
415-916-8914,NJ,Freehold,N
732-413-2225,IN,Indianapolis,N
317-896-6080,NY,Plainview,N
516-842-9471,PA,Philadelphia,Y
215-839-7874,NY,Middle Island,Y
631-341-6724,FL,Crystal River,Y
352-573-2721,NJ,Lyndhurst,Y
201-834-6194,DE,Wilmington,N
302-720-2817,CT,Bridgeport,N
203-301-6168,CT,Naugatuck,Y
203-858-6948,MA,Acton,Y
978-716-1170,MI,Wayland,Y
269-524-2103,NJ,Westville,Y
856-576-1085,MI,Ferndale,Y
248-761-2774,OH,Akron,Y
330-353-6439,CT,Stamford,N
203-805-1085,WA,Richland,N
509-282-3739,IL,Chicago,N
312-909-9660,MI,Romulus,Y
734-816-7860,MO,Columbia,Y
573-431-6358,CT,Hamden,Y
203-957-2626,AZ,Tempe,Y
480-801-5208,PA,Philadelphia,N
215-576-3997,MD,Baltimore,N
410-664-6291,SD,Aberdeen,Y
605-691-7647,OH,Toledo,Y
419-890-4062,CA,Temecula,Y
951-247-9095,WI,Green Bay,Y
920-214-6069,GA,Valdosta,Y
229-961-9047,NY,Staten Island,Y
718-219-7657,MI,Franklin,N
248-325-5805,CA,Redwood City,N
650-820-2126,NY,White Plains,N
914-330-4372,CA,Escondido,Y
760-360-6319,NJ,New Brunswick,Y
732-208-9544,CA,Gardena,Y
310-506-5373,NE,Omaha,Y
402-440-7562,NY,Olean,N
716-821-2935,MI,Adrian,N
517-414-2696,PA,Pottstown,Y
610-978-4277,MD,Bel Air,Y
410-665-8620,IL,Chicago,Y
312-291-7159,MI,Dearborn,Y
313-645-2310,TX,Eagle Pass,Y
830-907-3770,CA,Santa Ana,Y
714-283-4898,MA,Worcester,N
508-558-9393,PA,Easton,N
610-779-4931,WI,Eau Claire,N
715-694-8405,NJ,East Rutherford,Y
201-504-8486,MD,Baltimore,Y
410-948-6855,NY,New York,Y
212-532-6873,NY,New York,Y
212-222-2549,AZ,Scottsdale,N
480-552-7710,PA,Levittown,N
215-696-7652,OR,Portland,Y
503-430-7121,CA,Alamo,Y
925-504-5393,NJ,Princeton,Y
609-696-8080,AZ,Phoenix,Y
602-615-7372,MI,Madison Heights,Y
248-595-6838,WI,Milwaukee,Y
414-399-1313,FL,Hialeah,N
305-329-5516,WV,Morgantown,N
304-889-5016,CA,San Jose,N
408-567-1668,CA,Covina,Y
626-642-3234,HI,Kailua Kona,Y
808-979-8880,MD,Silver Spring,Y
301-251-1493,OR,Newberg,Y
503-691-5090,MN,Minneapolis,N
612-317-3997,LA,Lafayette,N
337-205-8353,WI,Waukesha,Y
262-598-8985,CA,Hayward,Y
510-955-5479,CO,Canon City,Y
719-326-7473,NJ,Red Bank,Y
732-857-8142,MI,Adrian,Y
517-774-9316,NY,Rochester,Y
585-337-6996,CA,Santa Barbara,N
805-870-3234,NY,Staten Island,N
718-599-1516,CA,Bakersfield,N
661-751-2013,PA,Bensalem,Y
215-701-7168,CA,San Diego,Y
858-633-9596,AZ,Phoenix,Y
602-276-1108,OH,Cleveland,Y
216-496-9039,SC,Greenville,N
864-715-8283,NJ,Kearny,N
201-678-3855,AZ,Tempe,Y
480-219-5214,NY,New York,Y
212-763-5397,CA,Clovis,Y
559-216-8489,NY,New York,Y
212-895-2142,PA,Philadelphia,Y
215-614-5548,WI,Milwaukee,Y
414-826-5907,PA,Philadelphia,N
215-846-9920,NV,Las Vegas,N
702-944-7090,CA,Rancho Cordova,N
916-530-7143,TX,El Paso,Y
915-485-4652,TX,Corpus Christi,Y
361-440-1946,FL,Tampa,Y
813-963-2673,NJ,Matawan,Y
732-524-7192,NJ,Livingston,N
973-338-1543,NY,Buffalo,N
716-828-2900,CA,Scotts Valley,Y
831-526-6774,NY,New Hyde Park,Y
516-946-5408,MD,Baltimore,Y
410-842-5583,ID,Boise,Y
208-323-5381,OK,Oklahoma City,Y
405-582-4391,OK,Lawton,Y
580-903-5680,OH,Toledo,N
419-712-2086,CA,Chatsworth,N
818-323-1616,NJ,Secaucus,N
201-868-7013,NE,Omaha,Y
402-511-3654,TX,Plano,Y
972-346-1828,NJ,Roseland,Y
973-241-1997,TX,Edinburg,Y
956-412-1298,NJ,Trenton,N
609-647-4815,CT,North Haven,N
203-741-8029,FL,Miami,Y
305-229-2966,CA,Fresno,Y
559-235-5854,MD,Baltimore,Y
410-909-6835,MI,Grand Rapids,Y
616-950-8622,CA,Santa Cruz,Y
831-349-3600,IL,Lisle,Y
630-861-7703,PA,Ambler,N
215-304-7838,MI,Adrian,N
517-437-8498,PA,Philadelphia,N
215-920-1111,NY,Bronx,Y
718-387-8642,CA,Gardena,Y
310-765-8827,OH,Columbus,Y
614-775-7218,MA,Hyannis,Y
508-379-2977,NY,New York,N
212-958-5255,PA,Hatboro,N
215-819-7944,AR,Paragould,Y
870-552-2046,CA,San Francisco,Y
415-273-2416,MN,Bemidji,Y
218-619-5666,NJ,Princeton Junction,Y
609-318-4192,AK,Juneau,Y
907-700-5259,PA,Schwenksville,Y
610-602-1090,CO,Pueblo,N
719-418-8347,LA,Crowley,N
337-495-6855,MI,Madison Heights,N
248-603-2378,CA,Long Beach,Y
562-690-4033,CA,Los Angeles,Y
323-699-7831,PA,Easton,Y
610-436-8993,MI,Detroit,Y
313-366-6150,FL,Tampa,N
